,product,region,year_month,mean_weighted_price
3070,potatoes per pound,SOUTHEAST U.S.,2023-02,1.1891666666666667
3071,potatoes per pound,SOUTHEAST U.S.,2023-03,1.1475
3072,potatoes per pound,SOUTHEAST U.S.,2023-04,1.0575
3073,potatoes per pound,SOUTHEAST U.S.,2023-05,0.9133333333333334
3074,potatoes per pound,SOUTHEAST U.S.,2023-06,1.1841666666666668
3075,potatoes per pound,SOUTHEAST U.S.,2023-07,1.3266666666666667
3076,potatoes per pound,SOUTHEAST U.S.,2023-08,1.26375
3077,potatoes per pound,SOUTHEAST U.S.,2023-09,1.1733333333333333
3078,potatoes per pound,SOUTHWEST U.S.,2023-01,1.4297916666666668
3079,potatoes per pound,SOUTHWEST U.S.,2023-02,1.1520833333333333
3080,potatoes per pound,SOUTHWEST U.S.,2023-03,1.1970833333333333
3081,potatoes per pound,SOUTHWEST U.S.,2023-04,1.078125
3082,potatoes per pound,SOUTHWEST U.S.,2023-05,1.1002083333333332
3083,potatoes per pound,SOUTHWEST U.S.,2023-06,1.115625
3084,potatoes per pound,SOUTHWEST U.S.,2023-07,1.33875
3085,potatoes per pound,SOUTHWEST U.S.,2023-08,1.1379166666666667
3086,potatoes per pound,SOUTHWEST U.S.,2023-09,0.9
3132,tomatoes per pound,ALASKA,2023-01,2.8313888888888887
3133,tomatoes per pound,ALASKA,2023-02,2.647777777777778
3134,tomatoes per pound,ALASKA,2023-03,2.393333333333333
3135,tomatoes per pound,ALASKA,2023-04,2.2494444444444444
3136,tomatoes per pound,ALASKA,2023-05,2.1225
3137,tomatoes per pound,ALASKA,2023-06,2.3095
3138,tomatoes per pound,ALASKA,2023-07,2.754375
3139,tomatoes per pound,ALASKA,2023-08,2.167777777777778
3140,tomatoes per pound,ALASKA,2023-09,2.74
3141,tomatoes per pound,HAWAII,2023-02,3.14
3142,tomatoes per pound,HAWAII,2023-03,2.9625000000000004
3143,tomatoes per pound,HAWAII,2023-04,2.665
3144,tomatoes per pound,HAWAII,2023-05,2.671666666666667
3145,tomatoes per pound,HAWAII,2023-06,2.73
3146,tomatoes per pound,HAWAII,2023-07,4.220000000000001
3147,tomatoes per pound,HAWAII,2023-08,2.99
3148,tomatoes per pound,MIDWEST U.S.,2023-01,2.94875
3149,tomatoes per pound,MIDWEST U.S.,2023-02,1.9400000000000002
3150,tomatoes per pound,MIDWEST U.S.,2023-03,2.04475
3151,tomatoes per pound,MIDWEST U.S.,2023-04,1.6587500000000002
3152,tomatoes per pound,MIDWEST U.S.,2023-05,1.7371874999999999
3153,tomatoes per pound,MIDWEST U.S.,2023-06,1.75775
3154,tomatoes per pound,MIDWEST U.S.,2023-07,1.6160416666666666
3155,tomatoes per pound,MIDWEST U.S.,2023-08,2.028958333333333
3156,tomatoes per pound,MIDWEST U.S.,2023-09,1.7375
3157,tomatoes per pound,NATIONAL,2023-01,2.96
3158,tomatoes per pound,NATIONAL,2023-02,2.2441666666666666
3159,tomatoes per pound,NATIONAL,2023-03,2.04375
3160,tomatoes per pound,NATIONAL,2023-04,1.80125
3161,tomatoes per pound,NATIONAL,2023-05,1.7815625
3162,tomatoes per pound,NATIONAL,2023-06,1.7575
3163,tomatoes per pound,NATIONAL,2023-07,1.9537499999999999
3164,tomatoes per pound,NATIONAL,2023-08,1.83625
3165,tomatoes per pound,NATIONAL,2023-09,1.8712499999999999
3166,tomatoes per pound,NORTHEAST U.S.,2023-01,1.9708333333333332
3167,tomatoes per pound,NORTHEAST U.S.,2023-02,2.2609375000000003
3168,tomatoes per pound,NORTHEAST U.S.,2023-03,2.09075
3169,tomatoes per pound,NORTHEAST U.S.,2023-04,1.9390625
3170,tomatoes per pound,NORTHEAST U.S.,2023-05,1.9403124999999999
3171,tomatoes per pound,NORTHEAST U.S.,2023-06,2.1572500000000003
3172,tomatoes per pound,NORTHEAST U.S.,2023-07,2.268125
3173,tomatoes per pound,NORTHEAST U.S.,2023-08,2.2546875
3174,tomatoes per pound,NORTHEAST U.S.,2023-09,1.5599999999999998
3175,tomatoes per pound,NORTHWEST U.S.,2023-01,2.0163888888888892
3176,tomatoes per pound,NORTHWEST U.S.,2023-02,2.530625
3177,tomatoes per pound,NORTHWEST U.S.,2023-03,1.591
3178,tomatoes per pound,NORTHWEST U.S.,2023-04,1.5966666666666667
3179,tomatoes per pound,NORTHWEST U.S.,2023-05,1.8639583333333334
3180,tomatoes per pound,NORTHWEST U.S.,2023-06,2.165
3181,tomatoes per pound,NORTHWEST U.S.,2023-07,2.356875
3182,tomatoes per pound,NORTHWEST U.S.,2023-08,1.5866666666666667
3183,tomatoes per pound,NORTHWEST U.S.,2023-09,1.6199999999999999
3184,tomatoes per pound,SOUTH CENTRAL U.S.,2023-01,1.5283333333333333
3185,tomatoes per pound,SOUTH CENTRAL U.S.,2023-02,1.9415625
3186,tomatoes per pound,SOUTH CENTRAL U.S.,2023-03,2.0010000000000003
3187,tomatoes per pound,SOUTH CENTRAL U.S.,2023-04,1.4709375
3188,tomatoes per pound,SOUTH CENTRAL U.S.,2023-05,1.37
3189,tomatoes per pound,SOUTH CENTRAL U.S.,2023-06,1.7305833333333334
3190,tomatoes per pound,SOUTH CENTRAL U.S.,2023-07,2.1509375
3191,tomatoes per pound,SOUTH CENTRAL U.S.,2023-08,2.0765625
3192,tomatoes per pound,SOUTH CENTRAL U.S.,2023-09,1.7525
3193,tomatoes per pound,SOUTHEAST U.S.,2023-01,1.946111111111111
3194,tomatoes per pound,SOUTHEAST U.S.,2023-02,1.8095833333333333
3195,tomatoes per pound,SOUTHEAST U.S.,2023-03,2.4314999999999998
3196,tomatoes per pound,SOUTHEAST U.S.,2023-04,1.676875
3197,tomatoes per pound,SOUTHEAST U.S.,2023-05,1.4675
3198,tomatoes per pound,SOUTHEAST U.S.,2023-06,1.51375
3199,tomatoes per pound,SOUTHEAST U.S.,2023-07,1.736875
3200,tomatoes per pound,SOUTHEAST U.S.,2023-08,1.7175
3201,tomatoes per pound,SOUTHEAST U.S.,2023-09,1.615
3202,tomatoes per pound,SOUTHWEST U.S.,2023-01,1.586666666666667
3203,tomatoes per pound,SOUTHWEST U.S.,2023-02,1.550972222222222
3204,tomatoes per pound,SOUTHWEST U.S.,2023-03,1.88625
3205,tomatoes per pound,SOUTHWEST U.S.,2023-04,2.0856250000000003
3206,tomatoes per pound,SOUTHWEST U.S.,2023-05,2.05125
3207,tomatoes per pound,SOUTHWEST U.S.,2023-06,1.8800000000000001
3208,tomatoes per pound,SOUTHWEST U.S.,2023-07,1.8708333333333333
3209,tomatoes per pound,SOUTHWEST U.S.,2023-08,2.3372916666666668
3210,tomatoes per pound,SOUTHWEST U.S.,2023-09,1.93
