year,cd,agriculture_forestry_fishing_hunting_mining,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing_utilities,information,finance_insurance_realestate_rental_leasing,professional_scientific_management_administrative_waste_management_services,educationalservices_healthcare_socialassistance,arts_entertainment_recreation_accommodation_foodservices,otherservices_except_public_administration,public_administration
2021,2_ID,15361,20794,27434,7518,21193,12681,2993,13188,22526,45302,11945,7963,12928
2021,4_UT,3935,30147,37777,10462,33768,15079,8371,31245,53354,61463,12760,12791,14939
2021,2_UT,6661,38288,52291,11617,42032,29147,8148,36667,55705,84431,24566,18162,25875
2021,1_UT,2963,16653,35787,4936,18404,9751,2189,11624,20434,33888,8904,5921,18792
2021,2_NV,12703,23003,26107,8340,27231,17957,3978,13698,26344,47383,27060,10048,20276
2021,2_AZ,10389,27247,25030,5565,32744,19803,4508,18961,26710,71313,23788,10806,27446
2021,3_AZ,563,13355,8603,2678,9303,7032,1458,6902,13690,14654,8072,4653,4429
2021,4_AZ,1899,30787,40251,11234,42947,22137,9380,51924,62457,78564,31083,15479,15534
2021,1_AZ,1336,22297,23270,9441,33251,14566,7246,48323,58437,68722,22942,13652,13355
2021,8_AZ,534,13286,11220,4615,17108,8433,2866,17058,18022,28416,7790,5769,7024
2021,9_AZ,6854,35556,31778,11196,46712,32291,5660,35513,37829,80815,26068,16033,27813
2021,7_AZ,1617,5515,4942,2341,4396,4742,803,3391,6210,12827,3474,2568,4986
2021,5_AZ,1623,15434,29949,7446,23311,13105,5646,30384,30693,49341,10949,8326,12002
2021,6_AZ,5110,21947,24415,5897,29359,15356,4530,20530,39597,75944,19862,12443,28771
2021,3_NM,19976,21295,12664,5224,26996,15459,3316,12869,32979,64799,20660,13050,28322
2021,1_NM,3880,20097,12088,5388,22844,10607,4119,16158,36877,64253,17495,11005,22583
2021,4_NV,1845,9941,4903,2269,11591,8546,1946,6911,11947,19713,21107,4886,9005
2021,1_NV,922,22282,9857,3443,21440,13351,1937,10316,22682,26697,45023,9820,7183
2021,3_NV,1242,28810,17833,9085,44019,29245,8152,31570,56104,73515,99185,15664,18213
2021,3_CA,4483,30249,25663,9370,32172,18958,6793,31924,46355,70515,23227,14105,38550
2021,23_CA,3949,31752,28057,10242,36038,36524,3895,13544,30658,71718,20601,16005,30827
2021,43_CA,1279,18838,37566,10415,27131,28336,9533,18279,44675,58748,26130,17169,13774
2021,44_CA,2409,30939,61607,20333,41463,48046,7541,21064,48617,83880,28926,21623,19455
2021,34_CA,1063,28987,37708,14478,38521,22885,20936,23831,58245,74655,48900,23575,13911
2021,37_CA,482,10864,17369,6473,18049,10937,14277,13864,40255,39958,20404,11594,6884
2021,32_CA,1843,27936,38503,13986,40349,18737,45571,51302,92811,103517,42766,22092,14426
2021,30_CA,270,5389,7200,2843,9601,6051,11657,8916,18011,22622,13567,7681,3737
2021,36_CA,252,3238,8315,3270,7124,3589,9999,11916,24762,16276,6252,2399,3411
2021,42_CA,462,9426,16761,5708,11448,12011,3119,8011,16157,25911,10975,5784,5569
2021,38_CA,2055,28123,57370,23896,39392,34843,7316,29119,47486,85191,26443,16750,23381
2021,46_CA,2849,24234,52518,11434,30499,15985,4764,23868,40734,54827,27982,15604,10436
2021,45_CA,323,6646,12048,4055,7140,4615,1277,7258,12622,17445,5590,3223,4436
2021,47_CA,2343,23922,60956,17174,34898,16603,10461,47749,74094,75468,26271,16945,13766
2021,27_CA,1575,21881,33113,8332,22653,17202,9743,18950,34901,60970,16594,11561,18118
2021,31_CA,804,8917,15875,5600,11409,9808,2170,8734,13343,25588,9190,5855,6101
2021,28_CA,1501,21246,32272,13287,29811,26100,9037,23410,39688,80368,23095,15147,19965
2021,26_CA,12314,17703,31823,9009,21336,10678,6435,20512,35091,48016,15432,11556,18735
2021,29_CA,981,15810,18991,3445,14454,9762,7752,8662,17883,29752,12443,8910,5065
2021,40_CA,553,6110,10198,4192,6093,5128,1586,9494,12617,15366,4121,2942,4854
2021,35_CA,930,8649,15551,6275,11782,11514,1377,7551,13535,24522,7306,4301,6799
2021,39_CA,3171,45098,44978,14031,45294,38625,5777,21111,39697,80603,20853,15466,24623
2021,48_CA,7729,51717,64479,14758,56670,30943,11141,36269,76190,110084,42104,22528,41944
2021,52_CA,478,11899,16372,3429,14731,9938,2522,8397,18688,29622,11982,5572,11343
2021,50_CA,503,12985,27799,5302,17999,10488,6757,20462,54758,50450,20493,9401,12699
2021,49_CA,2242,20320,43982,11866,28749,10794,9047,34309,66235,59586,21105,10993,13474
2021,51_CA,261,4574,14084,2463,8307,4164,2142,7297,21635,22931,6218,3782,7860
2021,25_CA,5698,17326,10139,4982,21270,12095,2897,8841,20845,36099,21943,9818,13393
2021,41_CA,187,3746,6057,1381,4632,2562,810,4008,6155,7963,3727,1962,2608
2021,33_CA,769,13283,13036,4917,12665,21345,799,4077,10316,16962,6436,5894,4390
2021,24_CA,14727,16583,19078,4903,18106,9642,4105,11501,27525,44585,15625,8561,13785
2021,22_CA,46229,20658,23172,9864,26763,20094,2877,11036,21504,60827,16178,10968,24402
2021,20_CA,7599,8421,10062,3891,10618,7441,1515,5740,11730,30376,6673,5236,10587
2021,18_CA,23036,41194,80779,14050,39551,21211,15198,22692,90619,86919,31451,17617,22298
2021,13_CA,15844,11663,14751,5281,11584,10118,975,3350,8255,23427,5389,5025,6889
2021,21_CA,5135,3239,4551,1623,4208,2279,550,1584,3309,7134,2518,2011,2101
2021,5_CA,19657,31077,38531,12599,33909,25790,4758,19101,35931,81158,20757,15580,27224
2021,19_CA,977,5624,7353,1714,6543,2634,2835,3877,11205,18342,7838,3060,4539
2021,15_CA,311,8724,13810,3635,14688,13156,7502,13995,33978,30651,11666,6414,6255
2021,16_CA,2005,21637,79468,8397,32708,14190,37773,30073,126057,81870,21747,13081,12070
2021,17_CA,92,1583,15227,1070,3737,1931,7054,2564,21596,7338,2391,1113,1049
2021,11_CA,544,11012,21088,6111,28857,17755,27344,36995,105671,63055,26622,12039,13879
2021,2_CA,10241,28312,33942,9574,33712,14469,9358,24362,51021,65885,22601,15801,20846
2021,12_CA,754,11062,12563,3688,13845,10127,8187,12543,39506,40400,12749,8980,8501
2021,4_CA,6977,19751,22812,6046,20114,15281,3379,13728,25085,54523,15197,9252,22140
2021,9_CA,13143,29339,31158,9615,28678,26395,4745,16052,31949,55688,13315,11302,19894
2021,10_CA,1840,25564,34825,9785,30116,21435,13945,37763,84947,78692,18941,14967,20708
2021,8_CA,855,10276,8821,2725,9168,8900,2593,5920,14851,23474,8115,5158,6061
2021,14_CA,766,17066,46068,9022,22043,16035,10308,18237,63988,48900,14012,9833,10353
2021,1_CA,11702,14463,15244,4816,20500,10510,3141,9162,17098,42336,10492,7396,16823
2021,6_CA,1223,18093,11160,5501,21618,13739,3404,15798,26948,39223,11255,8603,23392
2021,7_CA,1860,11689,12222,4361,14289,11488,2734,11626,21517,40389,10897,8429,28388
2021,1_HI,1295,20308,10640,7270,26416,21221,4574,21651,29425,62373,31101,9917,35254
2021,2_HI,5047,16820,5233,4352,20846,11356,2380,13009,20116,42835,31810,8218,17107
2021,2_OR,12776,12374,21793,4693,21768,10566,2845,8621,14798,43610,11761,7606,13563
2021,6_OR,10712,29916,53168,12046,37358,15234,5533,25831,44163,76669,18355,12139,25476
2021,5_OR,5855,23066,30507,8693,27930,13195,4223,16764,30964,59375,14940,10534,14283
2021,1_OR,2863,10620,40938,6784,21134,8706,4366,15006,33093,39204,12134,7004,8588
2021,3_OR,2408,11126,20569,5836,15879,11667,3103,10644,23229,36301,11659,7250,8023
2021,4_OR,5597,12462,22001,5352,19803,8025,2247,9495,17644,43622,12594,6505,10879
2021,9_WA,2088,26495,49825,14259,47727,30111,14127,27617,83030,76794,28921,15154,16463
2021,8_WA,3404,8015,10997,4125,12830,5845,3874,6612,22733,20133,5813,3970,5491
2021,1_WA,2123,34271,64185,10056,43302,16743,15470,27554,82664,69608,19150,14330,16711
2021,7_WA,1047,10996,20749,5717,32879,10622,13038,18033,66027,50734,15422,9289,8852
2021,6_WA,3922,23211,31341,8323,29635,17926,3751,16882,30663,63489,18457,12693,31984
2021,2_WA,3986,13167,20023,3937,13701,7598,2675,7956,13836,27831,8395,5702,9872
2021,3_WA,5336,26202,36922,8932,26235,21361,3784,17339,28196,56079,14531,11533,26518
2021,10_WA,1578,17649,18260,6853,17239,12506,2038,8071,15727,31372,8775,5599,16523
2021,4_WA,31424,18376,23152,9212,20868,17277,2476,8171,22638,49433,10869,7515,13688
2021,5_WA,5506,14646,20077,8390,21325,12554,3780,15872,20527,54034,11240,7927,13265
2021,0_AK,9547,14977,7977,4252,21434,22633,4484,10392,19554,51837,14135,9340,31828
