year,cd,agriculture_forestry_fishing_hunting_mining,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing_utilities,information,finance_insurance_realestate_rental_leasing,professional_scientific_management_administrative_waste_management_services,educationalservices_healthcare_socialassistance,arts_entertainment_recreation_accommodation_foodservices,otherservices_except_public_administration,public_administration
2019,3_OK,21556,19770,26612,6854,24059,15788,3717,10906,14506,49242,15293,11030,16861
2019,2_OK,13840,23892,47243,8671,29911,22720,4349,15968,20321,70837,21589,13351,22206
2019,1_OK,4895,13071,24836,6712,18202,11561,5215,14047,21290,39619,13311,9183,6606
2019,24_TX,4219,35284,42345,17688,45149,33014,13909,59927,86446,76800,37839,19370,10241
2019,3_TX,4171,26794,44383,12938,39937,17189,16137,47339,66569,78877,22460,17373,13460
2019,26_TX,6830,23807,42238,17050,43033,23915,13991,55374,68094,79941,26915,15350,13820
2019,4_TX,2799,8580,14268,2756,10684,6090,1164,6768,8047,23462,5451,3650,6468
2019,5_TX,8265,30515,31574,9792,31253,17790,5392,19615,28576,56296,15536,13922,11321
2019,25_TX,11796,38859,46909,14937,44251,32362,5858,27622,35317,83513,22113,19643,17418
2019,30_TX,2992,55483,40432,13549,41288,34330,7561,34517,46055,76960,27438,18951,15678
2019,33_TX,154,7283,4280,1515,3798,3733,606,3167,4730,5544,4476,1935,709
2019,32_TX,136,1396,2078,524,2567,1266,1001,2511,5290,5392,1820,1605,679
2019,6_TX,5450,10401,16224,2906,11089,7673,1135,5465,7204,22854,4952,4300,6134
2019,1_TX,11664,15775,23534,6226,21405,10723,2903,9350,13880,48938,11527,9216,9815
2019,17_TX,5387,15720,27329,5328,19831,10875,2976,12621,18517,48187,10763,8256,13060
2019,10_TX,13839,17546,22414,6994,19536,9576,3328,12038,21983,50437,11734,8074,9443
2019,36_TX,5555,25320,30176,7128,17705,14006,1628,8838,19427,35812,11500,9886,8808
2019,8_TX,15747,26624,35127,14299,30432,18957,4794,22170,35674,60247,16454,15670,14346
2019,12_TX,9535,39987,54544,15923,42702,38301,7170,35781,45190,85746,27734,20642,20060
2019,13_TX,15420,18538,27053,6595,20728,13387,2689,10881,13785,48682,12877,10199,13646
2019,19_TX,18641,17184,14928,7815,22133,12913,3002,13006,12714,54879,12850,9852,12703
2019,31_TX,2359,13862,14848,4420,13419,7167,2696,8729,15757,30665,7957,5201,10499
2019,11_TX,34237,26045,19687,8700,30198,16969,3557,16620,23927,62396,18006,14520,23739
2019,23_TX,15544,12545,9361,4894,15945,11541,2310,14272,16130,39631,11601,6683,14375
2019,7_TX,26687,25939,37215,16223,35780,21019,6444,39358,74126,79807,24443,15104,11048
2019,18_TX,11260,53440,46143,17289,37754,32648,4522,21386,44936,64129,26506,21002,11109
2019,9_TX,12055,59056,48365,16236,47308,34365,7388,30482,61476,124535,36688,28561,19031
2019,29_TX,405,6283,2254,918,2230,1725,140,1384,2024,2498,1424,1578,262
2019,2_TX,23429,45199,54079,17709,36413,38951,6459,25610,51306,79766,23007,18253,14509
2019,22_TX,2736,2833,3003,716,2200,2302,221,1265,1831,4857,1280,980,648
2019,14_TX,5374,32031,40196,6782,21702,15819,2448,15173,28263,60615,15587,11288,14209
2019,38_TX,405,1281,1097,358,1069,581,108,545,792,1874,592,466,451
2019,27_TX,13850,29492,26804,7652,26752,15311,2770,14001,18170,55184,17980,10348,17937
2019,21_TX,2275,8532,6053,2261,9504,4059,1908,6945,8616,18143,6345,4038,4779
2019,28_TX,15377,38394,28615,12694,43911,35181,5047,25199,36302,90878,29299,17138,28982
2019,20_TX,4112,27586,20161,7327,33508,16533,6724,40243,41842,79356,28996,13459,18713
2019,15_TX,2834,7758,5012,3455,9527,5341,829,3611,6568,21193,5603,4834,3830
2019,35_TX,2011,30246,15900,6385,25467,10677,5630,14291,29091,44627,21957,10268,16043
2019,34_TX,9186,22561,16777,7386,30494,15768,3986,14125,23261,84949,18297,13660,19258
2019,37_TX,3784,31982,46517,11559,40384,15144,17687,42003,99395,90777,32009,20049,31493
2019,16_TX,2474,15455,18913,6881,22344,18741,4509,12289,26348,59564,14608,8688,22570
2019,2_NM,5372,7753,4826,1730,9521,5554,1263,4885,10181,27647,7840,4322,11069
2019,8_CO,7574,26401,22937,9495,22627,14923,6140,13076,27068,37559,12822,9599,12149
2019,7_CO,4017,17153,15293,5342,18352,8224,5602,14510,29039,34376,13399,8638,13491
2019,6_CO,5191,37856,30356,13484,39524,26907,18518,42838,66616,81759,28971,17865,21415
2019,2_CO,11107,30973,44020,9485,35044,16418,9840,23217,60964,75648,34521,14765,18803
2019,5_CO,1948,18353,16035,4534,22614,10709,6830,19025,33369,50825,15867,12396,19023
2019,1_CO,3069,17775,14249,6640,17560,9094,8261,21543,45393,43315,18682,9934,10259
2019,3_CO,11893,22334,11599,5770,23327,10939,3380,12011,18891,45845,17480,8365,15638
2019,0_WY,25147,15586,9004,4429,18289,12936,2680,8378,11851,42512,13573,7323,14245
2019,3_UT,6105,9974,9572,3793,12141,6429,3165,8402,16063,23112,8241,4427,5488
2019,2_ID,16046,17776,25413,7790,22036,11885,3288,10846,21750,42752,12171,7562,11810
2019,4_UT,4540,23785,32073,8914,29390,12928,8289,26405,43804,52553,12409,10267,12804
2019,2_UT,7301,34918,52542,12186,42889,28047,7967,34092,52459,79708,26238,17880,25239
2019,1_UT,3043,15491,34532,4825,17345,8509,2308,10290,19424,31467,8628,6486,17904
2019,2_NV,14014,20743,22989,8673,26227,15750,3790,12407,23738,42657,30983,9899,18906
2019,2_AZ,10710,23079,23008,5325,30855,18927,4322,17424,23853,67519,26260,11003,27378
2019,3_AZ,534,12689,8925,2529,9267,7042,1712,6338,13233,14639,7821,5623,3908
2019,4_AZ,1874,29045,39998,11238,41405,22129,9427,47768,60018,78961,33185,15902,15024
2019,1_AZ,1579,20375,22993,9499,32121,14918,7368,48572,56638,68776,25537,13607,12598
2019,8_AZ,520,12478,10542,4374,16535,8191,2598,16938,16257,28221,8931,5873,7381
2019,9_AZ,8484,32873,27448,10674,46502,28558,5842,31809,36750,73655,28022,15942,27100
2019,7_AZ,889,4521,4228,1939,5130,4459,659,3263,4971,10307,3723,2480,4157
2019,5_AZ,1597,13041,27317,7612,22140,12028,5083,27383,27580,45613,10906,7721,11626
2019,6_AZ,5331,21625,23666,5785,29790,13645,4588,18752,39232,70632,21733,12272,27305
2019,3_NM,20802,21406,12606,6083,28724,14665,3543,13267,30211,63274,21166,12421,27384
2019,1_NM,3800,19493,11828,6105,23933,9817,4651,14858,35556,62443,20213,11753,21706
2019,4_NV,1863,9083,4516,2379,9975,7185,1486,6931,11563,19291,23187,4709,9063
2019,1_NV,883,20973,9159,3401,21439,13033,2105,10021,21133,25343,51658,9960,6699
2019,3_NV,997,24770,16720,9563,43607,28305,8133,30392,53526,67287,118481,17059,17157
2019,3_CA,4130,27420,26050,9226,33295,18373,6655,29949,41910,66010,24450,13200,36201
2019,23_CA,3877,27086,27259,9587,35561,32116,3949,13629,29557,68074,21257,14090,30504
2019,43_CA,1150,18038,39476,10725,26680,28727,11329,18340,44689,58041,28732,17273,12414
2019,44_CA,2444,30424,64913,21357,41788,45084,7789,21564,47583,80662,31073,20934,18122
2019,34_CA,1385,30035,43593,16599,42460,23061,20218,23351,56431,74225,52536,26470,12570
2019,37_CA,621,11161,18924,6876,19460,11353,15533,13706,39288,39261,24057,12793,6032
2019,32_CA,1793,27838,39609,15308,43614,18471,45762,54183,93747,100295,48431,24879,13053
2019,30_CA,260,5024,7475,3278,9567,5648,12369,8869,17778,22032,14075,7689,4357
2019,36_CA,279,2665,9882,3461,6685,2837,10043,11288,23659,15769,7005,2903,3040
2019,42_CA,683,8654,17323,6278,12128,12033,3235,7694,15688,24648,11568,6263,5054
2019,38_CA,1987,26887,60571,24916,41994,33679,7642,29946,46509,81430,28281,18217,21460
2019,46_CA,2411,25251,55768,12566,32244,14573,5155,23035,41707,52053,32122,17747,9727
2019,45_CA,499,6493,12354,3886,7438,4234,1560,7982,11932,16132,6363,3416,3599
2019,47_CA,1933,21952,61605,16914,35729,15770,9452,45810,70998,68449,30554,17479,13294
2019,27_CA,1618,20281,33320,8122,22069,16108,10855,19137,33193,57411,17534,12028,16817
2019,31_CA,660,7951,17463,6297,11902,9184,2483,8077,14064,24575,10122,6788,6086
2019,28_CA,1435,21566,34103,14369,30010,25178,9300,24823,41857,76390,25651,17256,18824
2019,26_CA,12577,16150,32446,9429,22585,10684,6186,21327,34382,46074,16266,12722,17472
2019,29_CA,1136,15613,19602,4064,15553,9280,7323,8759,19895,28230,12703,9697,4771
2019,40_CA,533,5101,10617,3824,6626,4786,1769,8837,11824,15272,4142,3261,4329
2019,35_CA,792,9754,15886,6925,12478,11445,1217,8123,14144,23559,6787,5121,5998
2019,39_CA,3153,41180,46244,15041,43152,35160,5524,19949,38342,77777,21263,16377,22361
2019,48_CA,7638,49053,63820,16296,55709,26807,10913,35880,74554,104919,45214,24087,39613
2019,52_CA,636,10269,13287,3296,14160,8820,2285,7765,17127,28749,12522,6928,11369
2019,50_CA,822,12125,25638,5739,18639,10120,7267,20099,53554,46912,24944,10949,13732
2019,49_CA,2181,18772,44056,12984,28339,10839,10184,34189,63932,60569,23270,12762,14835
2019,51_CA,208,4445,14128,3213,8896,4133,3125,7769,19676,23995,8951,4731,7673
2019,25_CA,6512,15139,8798,4238,19950,11157,2497,9136,18854,35323,22769,9470,12315
2019,41_CA,145,3694,6814,1622,5178,2543,888,3989,5327,8554,4305,2349,2926
2019,33_CA,765,11836,13150,4542,12201,18489,917,3676,9172,16525,7648,6189,4282
2019,24_CA,16134,15872,18301,5141,18764,9257,4076,11505,25787,44346,19164,9726,13398
2019,22_CA,49641,19989,22432,10264,27963,18166,3101,9792,21500,57465,16036,12137,22927
2019,20_CA,8193,6883,10132,4491,10382,6834,1613,6882,10362,29318,6105,4706,10093
2019,18_CA,24475,37996,80811,14536,39339,20835,14096,21515,83075,84575,32801,18735,21269
2019,13_CA,16649,10004,14469,5022,11957,8693,1002,3483,7352,21719,5251,4988,6957
2019,21_CA,4706,3271,4374,1789,3611,2038,328,1171,3062,6395,2390,2153,1910
2019,5_CA,19641,29252,39026,12729,35170,23784,5692,19084,33327,77535,21293,15383,25356
2019,19_CA,946,5056,7034,1903,6231,2710,2173,3979,10373,17516,8591,3543,4329
2019,15_CA,358,8118,13856,3923,13820,12134,7529,13852,32219,28537,13993,7086,6924
2019,16_CA,1763,22054,78935,9146,31166,12904,33984,29725,117899,76442,22918,14102,12804
2019,17_CA,58,1449,14009,1477,4035,1526,4991,2120,19956,7645,2879,1177,943
2019,11_CA,599,11828,22765,6854,30657,16072,26511,37423,104346,59598,32601,13789,13643
2019,2_CA,10019,25468,32166,11561,34443,14193,9287,25940,47879,63176,25803,16116,19918
2019,12_CA,707,9878,11951,4000,12764,9089,7527,11242,37280,38833,14314,8953,7426
2019,4_CA,7217,18526,22875,6430,20154,14625,3517,13152,23047,52388,14919,9427,20492
2019,9_CA,11272,27023,30009,10367,27867,24904,4505,15552,28569,51590,13490,10908,18349
2019,10_CA,2210,23700,34966,11076,30539,19822,14164,41197,80721,73194,20765,14331,19677
2019,8_CA,1070,10357,7573,2608,8760,8101,1966,5809,12981,21855,9063,5122,5644
2019,14_CA,763,17929,45073,9766,22895,16695,9854,18597,61697,46661,16761,11261,9659
2019,1_CA,12805,13294,14490,4748,20626,9681,2894,9133,15077,40694,11091,7390,15653
2019,6_CA,937,16157,10657,5647,20142,13823,3765,15504,24148,37375,11978,8345,21193
2019,7_CA,2056,9343,10579,4335,13787,9907,3027,12377,20067,38107,11141,7532,27682
2019,1_HI,1636,21115,10584,7255,27899,19275,4712,21781,28517,58053,36492,10789,35825
2019,2_HI,5267,17723,5254,4945,20805,11382,2756,13918,21556,39105,34853,8430,17983
2019,2_OR,12653,11746,22754,5025,20644,10370,2799,8162,13190,40066,12381,7430,13460
2019,6_OR,12138,27018,55433,12779,36137,15699,5967,26066,44188,72578,19843,12669,24784
2019,5_OR,5749,19692,31420,8913,27120,13263,5114,16752,28898,53408,17075,11318,12382
2019,1_OR,3129,10704,39074,6566,17059,8092,4564,13543,29134,36221,10855,5863,8411
2019,3_OR,2874,10152,20446,6698,16332,10057,3464,9896,22088,34011,13324,6626,6977
2019,4_OR,5789,10655,21115,5302,19807,8351,2668,9525,15597,42522,12456,6685,9921
2019,9_WA,1779,25990,53121,16200,46038,29678,12763,26638,75572,75071,31542,15983,16448
2019,8_WA,4404,8466,11245,4325,11837,5932,3482,6450,20242,18644,5382,3788,5385
2019,1_WA,1797,31478,65820,10838,40341,17166,13878,26530,73614,66295,19358,14929,16833
2019,7_WA,1038,10138,21494,6437,32677,9493,11383,18449,59027,49982,18477,9578,8640
2019,6_WA,4407,21965,30217,8168,29252,17904,4137,16012,26448,60543,19613,12485,31727
2019,2_WA,3805,11854,21665,3867,14439,7612,2434,7385,12812,25823,8956,5529,9525
2019,3_WA,4851,24315,36014,9216,26065,19540,4349,17005,26321,52872,14303,10716,24713
2019,10_WA,1503,15327,19239,6130,16830,11423,2220,7594,14458,30234,8235,5432,16923
2019,4_WA,30414,16724,23336,8387,21108,16291,2457,8223,21350,44168,11509,8017,13482
2019,5_WA,5237,13873,20431,8156,20755,11389,2971,15034,17826,51061,12205,7783,13048
2019,0_AK,9991,14882,8132,5319,22665,19442,5530,9426,19300,53473,14891,9902,33387
2020,0_PR,5799,33585,73286,23297,70781,29351,12979,45821,65406,165901,42288,29809,78393
2020,1_MA,1506,16353,36777,8478,24727,15734,3791,21262,22217,74958,13259,9615,15839
2020,2_MA,1203,14477,32378,6358,21319,9863,5785,18393,32475,65932,10052,8687,10636
2020,3_MA,811,18856,49289,7065,21661,12129,7464,17968,40443,60572,13637,10439,12252
2020,4_MA,821,20180,35927,10720,28082,11244,7159,30831,49223,78776,13915,10433,14819
2020,5_MA,516,15997,37176,7505,23446,11081,11123,32952,80212,94452,22534,13183,14287
2020,6_MA,925,16592,31213,6513,20600,10946,7910,23552,43835,60361,13351,9853,13775
2020,8_MA,643,21913,26762,9287,30087,17846,10777,47724,71750,122689,25314,15349,20443
2020,9_MA,2229,26629,20201,7465,21940,11210,5681,20533,31186,59807,14029,10065,14268
2020,7_MA,96,4402,6992,1998,6801,4661,3051,8425,20076,26606,7052,3928,3453
2020,1_RI,538,8975,17236,2945,13281,5173,2135,10958,14311,35733,9131,4818,7046
2020,2_RI,977,15018,29529,6621,21287,10577,3534,18285,25176,57649,14260,9399,11945
2020,2_NH,2285,21943,44277,9816,29046,11001,5197,17399,33306,66894,14928,10169,14236
2020,1_NH,1323,16764,36963,6435,22251,10020,5645,20286,27838,47877,13025,8228,10438
2020,2_ME,7090,17566,22729,5326,23445,10814,2834,13220,17329,62226,10174,8710,14922
2020,1_ME,3173,17433,26882,6382,26440,9741,5047,22664,26788,61257,12580,8923,10792
2020,0_VT,6165,16871,28542,5167,21638,7516,3632,12658,20751,59583,14732,8340,13443
2020,5_CT,1301,19298,41714,8046,24069,10956,6532,26809,30855,63288,11950,9382,11688
2020,1_CT,463,14377,30639,6377,20313,13421,4884,30494,28493,60478,11745,10258,14141
2020,2_CT,1976,17308,40971,6953,20660,11400,4387,23307,25564,57379,16684,8581,13974
2020,1_NY,1751,30582,27277,13769,33205,20939,9320,31680,48476,98947,16300,11957,23228
2020,3_CT,267,11752,25201,6063,15565,10042,3851,16107,21355,62013,9837,7336,9554
2020,4_CT,819,18057,25571,8663,22890,10471,8045,43044,47435,57384,16140,10872,7707
2020,6_NJ,774,19901,29723,12757,29886,26440,9362,32008,51547,63947,16048,11228,14434
2020,10_NJ,533,19784,23317,9137,27837,33934,8470,29679,44542,69351,17716,12449,17358
2020,11_NJ,474,18630,40304,13532,27446,18810,15517,45075,61350,77791,15857,12307,16686
2020,9_NJ,271,18901,37080,12624,26541,22232,7001,22709,36322,56236,16336,13091,10471
2020,7_NJ,1663,16832,37025,10067,21458,12279,10078,32214,44306,52851,12257,9428,12575
2020,5_NJ,789,16149,26412,12442,24480,14359,9162,31546,43799,65343,13265,10721,10283
2020,8_NJ,309,11246,15075,6597,13944,16012,5046,19591,26911,24557,12496,6154,4166
2020,12_NJ,295,7400,18691,6385,11597,10304,6103,19542,30057,36443,5839,4533,10111
2020,4_NJ,448,12788,9934,5327,16129,10259,3629,12683,17066,36628,8624,5642,10538
2020,3_NJ,1276,22539,31360,13447,32149,21520,9606,38569,52839,83998,15063,12335,27586
2020,2_NJ,2716,19425,18158,7815,21028,14686,3764,14067,20323,56109,22965,8015,18787
2020,1_NJ,720,16680,23699,11169,27336,17695,5908,22336,33578,67699,14008,9383,16519
2020,10_NY,253,12572,12124,8290,25369,13659,26795,62218,82604,77411,32412,14180,12452
2020,12_NY,109,6341,11126,6556,16339,5149,19631,70159,78680,68860,19602,11198,10324
2020,13_NY,122,4542,5358,2419,12405,7685,7069,12857,19838,41848,18530,7700,5723
2020,11_NY,180,14007,4882,3666,12851,14681,4085,19210,19895,52586,9940,6083,13868
2020,15_NY,436,18714,12490,6478,28811,30785,6240,28278,34289,118058,35879,17330,15907
2020,16_NY,674,16399,10722,7254,16474,11874,8306,30614,35345,68368,16293,11317,13167
2020,14_NY,100,5929,3214,1759,6873,7004,3523,7387,11302,25150,9041,4291,4618
2020,17_NY,757,16701,14539,6553,16068,10319,7159,23412,31659,64377,11046,9858,13673
2020,18_NY,2165,16728,17553,6664,21363,14979,4697,15548,23965,61345,12520,11012,16623
2020,19_NY,4539,19070,30225,5970,24870,13261,4789,15595,23460,80473,16252,10763,18619
2020,4_NY,324,22647,16931,11356,25316,22510,8803,36784,41366,97541,16672,11760,22209
2020,3_NY,329,7174,7659,6279,10718,6798,4700,21069,23647,38099,7844,5163,6434
2020,7_NY,602,32467,20268,12628,44807,41287,32477,51984,101759,121571,53704,26989,25252
2020,9_NY,76,5327,2907,1992,8259,9360,3386,8885,12205,39632,7466,5485,5679
2020,8_NY,171,13988,6624,5606,18534,21859,6267,19514,22629,75841,14490,8982,12346
2020,6_NY,298,22572,9623,6182,21957,18817,5472,20578,25846,46644,32893,18597,10006
2020,5_NY,183,16520,8084,5369,21769,30635,6491,23498,28259,90155,16834,12913,21285
2020,2_NY,521,16811,17703,7711,18787,13709,5673,16327,24086,56392,9671,7835,14169
2020,20_NY,1089,11703,21133,5501,18424,9299,4232,19524,29357,58946,11903,9161,29717
2020,21_NY,6246,18746,30626,5107,24898,14433,3354,13420,20917,70408,13239,10586,26374
2020,22_NY,2342,12663,23401,6817,18957,12616,4481,19578,22290,68401,12723,8974,14421
2020,24_NY,9930,25107,57060,9958,33303,16727,5988,21378,32505,91738,16801,13697,23214
2020,23_NY,4418,14862,38739,5246,18698,10224,2470,13530,16722,54861,9594,9678,13845
2020,26_NY,790,11706,33250,6752,22441,14039,4839,27110,28189,72809,16370,9585,14840
2020,25_NY,1009,8845,29504,4852,17280,7582,4994,12268,26914,62070,10383,7179,7548
2020,17_PA,1488,9849,19685,5602,15207,12323,3036,18396,24522,41930,7978,6215,5900
2020,14_PA,9629,26007,50019,11084,33557,22921,4565,22035,31468,82955,16548,15051,14414
2020,12_PA,1446,13486,24300,7129,25861,15509,5809,30933,39954,85150,16398,11723,10694
2020,16_PA,3053,14224,44750,6744,22131,12600,3036,16355,19519,60171,11367,9437,10262
2020,13_PA,5970,16856,33853,6083,19116,14525,2244,7953,13580,48447,8687,7530,13952
2020,15_PA,8584,17931,50166,6060,24350,14549,2520,11395,16880,75755,9847,10711,13779
2020,9_PA,9645,22921,59768,9810,31219,22639,3857,15415,22038,81631,12784,12728,15994
2020,10_PA,3129,19867,45259,11641,29203,26041,4646,26450,34910,73173,14743,13477,29387
2020,11_PA,4702,19051,37957,7572,20454,11352,3401,13370,18582,44314,9024,8891,7210
2020,6_PA,6652,19061,48885,10129,25897,12917,6596,35717,49748,67329,12592,10564,9084
2020,7_PA,1392,13803,41160,9423,20835,19739,4667,14008,22070,58417,11685,8382,7885
2020,1_PA,1513,27345,56834,13121,32546,15668,8984,34797,51609,85306,16432,13564,13289
2020,4_PA,613,9634,26233,5160,13487,7973,3767,19213,26812,40468,6587,6179,5929
2020,8_PA,1842,13047,28551,7321,23078,16156,3694,15610,18378,50866,13938,9096,13625
2020,5_PA,592,12479,21129,6702,19594,14206,5260,24345,34403,68483,12466,9975,10376
2020,3_PA,422,8089,17713,5838,20529,16856,7554,25893,44252,100208,20430,13405,19151
2020,2_PA,507,12470,18598,5247,17080,14535,3330,13237,18711,57475,12591,9512,16449
2020,0_DE,3645,24976,32050,7650,30820,19516,4432,37001,33392,79847,18158,11442,23033
2020,0_DC,416,8006,3575,1890,9933,9202,11639,20798,75060,47443,20479,28606,57644
2020,10_VA,1736,25343,15471,4449,23166,13531,11449,27938,98907,53507,16593,15942,37637
2020,7_VA,2565,30173,14849,6755,29728,16610,6091,21474,58769,67734,18871,14393,56920
2020,11_VA,225,7399,6094,1492,8043,5621,6297,14999,57474,26251,9083,9353,24080
2020,4_MD,618,34266,8319,4724,22575,22722,7978,17563,53564,73411,23385,19320,56667
2020,5_MD,864,17374,7729,3288,12735,10612,3236,9294,30192,35893,7996,7838,41394
2020,3_MD,618,20122,16922,7888,20848,12573,5390,19581,54941,57993,13390,12866,45371
2020,8_MD,334,18230,8282,3557,15947,8431,8474,21026,67198,57722,16674,20680,43535
2020,6_MD,1935,23759,18562,5521,22666,12177,6692,19132,53413,53801,14942,13157,32561
2020,1_MD,3876,21708,21959,6120,22644,12024,3896,16208,29572,55349,13711,9833,27505
2020,2_MD,1697,25225,23986,8965,27621,17395,7207,34961,56674,94289,17099,15219,37821
2020,7_MD,353,16326,14405,5130,20081,17972,4460,17712,33356,72182,14120,11121,25488
2020,8_VA,607,22550,9573,3455,17697,12081,10609,28160,107044,57306,27326,29008,68859
2020,1_VA,1885,22658,25112,8683,27318,15604,4748,30021,37790,69017,16941,12214,25454
2020,6_VA,5288,23404,41683,8890,29199,17219,4667,17222,26795,68640,16825,12419,17445
2020,5_VA,4404,19248,28658,5928,23194,13613,3943,20478,28311,66305,11695,9781,17836
2020,4_VA,909,13051,17114,4243,17912,13266,2936,15956,19915,38905,11712,7218,17943
2020,2_VA,1731,19352,28665,6802,25938,15345,4888,24406,39735,67647,16210,11908,32509
2020,3_VA,667,14730,27985,4978,19481,11846,3230,11381,27205,48579,14802,8460,22777
2020,9_VA,6338,16320,43202,5532,26056,12591,3229,11443,19923,64717,10843,10774,14644
2020,1_WV,11454,15460,21030,6094,27664,15885,4460,12415,19428,71140,14645,10052,21584
2020,2_WV,10741,20622,30572,6283,29894,19330,4191,12627,23332,74593,15396,9497,23512
2020,5_NC,2941,13671,29099,4502,18909,8297,2167,12968,14242,43246,9124,8747,7335
2020,6_NC,1751,21353,59442,12149,34462,21796,5050,25028,31689,80057,18559,13583,13612
2020,10_NC,3896,23270,83527,11634,35458,21946,4043,15717,25734,62243,17469,14240,13989
2020,8_NC,2928,20765,36377,7501,21827,10964,3487,20103,21461,44664,11366,9935,10053
2020,4_NC,981,14995,26308,5742,19695,8610,5362,18958,41258,69434,11886,9802,12150
2020,9_NC,4495,17801,49427,7051,22925,13783,6579,17366,41134,69175,14642,12111,17558
2020,13_NC,1683,24506,29092,7128,22816,13269,7250,19054,41413,51289,16620,10538,18704
2020,1_NC,3632,10325,26607,4060,13959,8170,1814,6987,8039,32426,7524,5599,9766
2020,2_NC,307,7594,11357,4495,8585,4860,4315,12945,30612,22958,7444,3932,5753
2020,3_NC,10273,25322,39720,7290,30430,15237,3896,14731,22343,71416,18805,12589,24658
2020,14_NC,679,22780,32379,11702,28400,19295,8295,50601,49793,52053,21436,13405,6977
2020,12_NC,427,11939,15287,6183,16135,12007,4689,26046,23106,31453,10177,7278,4444
2020,7_NC,5051,25338,33517,6628,33316,16626,5713,17801,28979,72821,20657,12753,22707
2020,11_NC,2662,19509,30311,4729,24020,8164,3077,11650,19121,55506,21719,10580,11012
2020,6_SC,4857,35389,56439,10358,44056,28256,9428,32022,48098,107824,31334,21346,36658
2020,2_SC,2008,12849,20897,4198,14558,9900,1697,9031,14908,30767,7039,7008,9835
2020,7_SC,2260,15765,25680,5032,25266,10949,2913,12784,17809,44340,21453,8274,8949
2020,5_SC,2199,13313,39628,6814,19201,14063,3402,17068,20731,38061,10095,7544,9243
2020,3_SC,2064,13839,45253,5548,18036,11058,2486,7939,15760,46564,9037,7574,8221
2020,4_SC,1190,19905,64591,10863,25689,16363,5594,19194,32494,59641,18702,12719,9261
2020,1_SC,909,13948,15446,3034,15314,8146,2773,10936,23996,35890,13978,6659,9108
2020,5_GA,1107,11825,22832,10444,26610,19231,14887,34981,77578,67771,27783,12562,16990
2020,6_GA,768,20104,28388,11082,26432,12300,11345,29779,56117,44462,14242,11270,8389
2020,7_GA,1236,37812,45471,18715,46251,25990,16059,40955,81393,80379,29523,21386,17076
2020,14_GA,3547,34742,79739,12956,38654,29404,8234,26800,42345,73318,20117,15941,18546
2020,10_GA,2563,17535,30266,6539,20452,15812,3426,11308,20471,51602,12010,9843,13080
2020,4_GA,120,5471,7469,2841,8889,8786,3273,6456,13935,21458,5910,3833,5651
2020,13_GA,1226,24977,29674,12956,37933,49132,11665,26186,49116,79164,27743,15078,25420
2020,11_GA,90,4524,7071,2584,6645,3323,2234,6954,12303,12282,3094,3005,2253
2020,3_GA,1109,11500,31545,5333,14620,16208,3010,9328,15314,34547,8067,7198,9463
2020,3_AL,2773,13255,41834,4636,18422,11150,2450,12039,14472,45998,9293,7458,12434
2020,9_GA,4166,22776,45054,8967,25147,12838,4426,12673,23552,44702,14276,10700,10099
2020,8_GA,11003,21580,42852,7518,34478,21317,4145,18493,23062,74491,17686,11605,34035
2020,12_GA,5268,15568,25766,4962,18624,15900,2479,8895,19241,51039,10482,7848,16403
2020,1_GA,3075,18481,30139,6059,23066,20669,3720,12549,23219,54421,17987,8995,20242
2020,2_GA,5864,9828,20418,4264,15024,9076,2341,13409,12451,41929,8680,7364,13998
2020,4_FL,918,15892,13797,6489,23243,21610,3919,21778,26533,45704,15158,9827,13866
2020,3_FL,6060,19722,16681,5922,28910,13610,3343,13696,23402,74060,16258,11137,20397
2020,6_FL,2578,20641,15350,5421,24826,12019,3645,16286,22923,46548,16035,9236,11798
2020,2_FL,3177,16309,12471,4612,22552,10420,2881,13437,25582,51901,14826,10156,37716
2020,5_FL,945,22207,17595,7952,26853,14981,4334,43109,43244,55121,19205,11321,13913
2020,7_FL,348,16039,12086,5973,17166,9431,6194,18299,32572,38801,15244,8566,8653
2020,11_FL,2351,20233,10128,6221,21453,8751,3421,13445,23419,38977,25863,9077,10425
2020,1_FL,1560,18820,12934,5060,25318,12858,2764,23219,30452,48261,20935,8758,22424
2020,10_FL,1258,26787,21704,9877,38668,24370,8344,30532,61298,76263,58760,15222,14541
2020,8_FL,1619,16515,28373,4600,23738,9868,3021,13558,32633,45327,16126,8704,15118
2020,9_FL,939,13816,7770,5528,19451,13176,2719,11503,19820,28605,31582,5742,7209
2020,28_FL,3960,14225,5495,5331,16337,12420,2361,11302,18176,31731,15855,7322,10097
2020,25_FL,812,26710,20383,15761,40493,27147,9731,33992,55478,80045,30012,16953,23243
2020,26_FL,261,17651,11387,6794,16123,16761,3315,10940,18948,28960,13382,8958,6323
2020,24_FL,586,20816,12224,9355,27710,22854,4216,19158,32812,50289,31384,13592,10648
2020,27_FL,2333,41677,20210,19754,45001,41311,10774,46608,70104,99402,43338,25444,17784
2020,20_FL,1300,33441,21060,12528,41416,23997,7630,29492,56975,77033,32637,18287,17300
2020,23_FL,210,5718,4821,3158,8892,4496,1956,9724,15990,16367,6846,4456,3099
2020,22_FL,1987,24070,12302,8261,28127,14043,5675,21965,41012,54390,23842,12470,10659
